Sr No,Name,Arrival Time,Departure Time,Date,Day
156,Kiyaan Mallick,21:00:00,21:05:00,1/10/2023,Sunday
157,Kritika Menon,21:06:00,21:11:00,1/10/2023,Sunday
158,Anvi Chakraborty,21:12:00,21:17:00,1/10/2023,Sunday
159,Vedika Kapoor,21:18:00,21:23:00,1/10/2023,Sunday
160,Rehan Kumar,21:24:00,21:29:00,1/10/2023,Sunday
161,Pihu Sharma,21:30:00,21:35:00,1/10/2023,Sunday
168,Manaswini Singh,22:36:00,22:41:00,1/10/2023,Sunday
169,Amaan Bhardwaj,22:42:00,22:47:00,1/10/2023,Sunday
170,Ziva Verma,22:48:00,22:53:00,1/10/2023,Sunday
171,Rishika Goyal,22:54:00,22:59:00,1/10/2023,Sunday
172,Riddhi Mehta,23:24:00,23:29:00,1/10/2023,Sunday
173,Harshita Gupta,23:30:00,23:35:00,1/10/2023,Sunday
174,Devansh Thakur,23:36:00,23:41:00,1/10/2023,Sunday
175,Vanya Reddy,23:42:00,23:47:00,1/10/2023,Sunday
176,Ahaan Suri,23:48:00,23:53:00,1/10/2023,Sunday
177,Kria Malhotra,23:54:00,23:59:00,1/10/2023,Sunday
178,Kiara Mehra,0:42:00,0:47:00,2/10/2023,Monday
179,Anish Ahuja,0:48:00,0:53:00,2/10/2023,Monday
180,Vanya Mehta,0:54:00,0:59:00,2/10/2023,Monday
181,Zain Iyer,1:42:00,1:47:00,2/10/2023,Monday
182,Harvi Verma,1:48:00,1:53:00,2/10/2023,Monday
183,Nisha Choudhury,1:54:00,1:59:00,2/10/2023,Monday
184,Naisha Patel,2:36:00,2:41:00,2/10/2023,Monday
185,Virat Desai,2:42:00,2:47:00,2/10/2023,Monday
186,Zara Khanna,2:48:00,2:53:00,2/10/2023,Monday
187,Reyansh Sharma,2:54:00,2:59:00,2/10/2023,Monday
188,Shivika Mehta,3:00:00,3:05:00,2/10/2023,Monday
189,Adhiraj Singh,3:42:00,3:47:00,2/10/2023,Monday
190,Anvi Verma,3:48:00,3:53:00,2/10/2023,Monday
191,Devika Kapoor,3:54:00,3:59:00,2/10/2023,Monday
192,Diya Bansal,4:00:00,4:05:00,2/10/2023,Monday
193,Raghav Mathur,4:06:00,4:11:00,2/10/2023,Monday
194,Abigail Martinez,4:42:00,4:47:00,2/10/2023,Monday
195,David Hernandez,4:48:00,4:53:00,2/10/2023,Monday
196,Grace Lee,4:54:00,4:59:00,2/10/2023,Monday
197,Noah Martinez,5:00:00,5:05:00,2/10/2023,Monday
198,Mia González,5:06:00,5:11:00,2/10/2023,Monday
199,Lucy Anderson,5:42:00,5:47:00,2/10/2023,Monday
200,Joseph Martin,5:48:00,5:53:00,2/10/2023,Monday
201,Zoey Wilson,5:54:00,5:59:00,2/10/2023,Monday
202,Oliver Taylor,6:00:00,6:05:00,2/10/2023,Monday
203,Ethan Brown,6:48:00,6:53:00,2/10/2023,Monday
204,Chloe Smith,6:54:00,6:59:00,2/10/2023,Monday
205,Sebastian García,7:00:00,7:05:00,2/10/2023,Monday
206,Grace Taylor,7:30:00,7:35:00,2/10/2023,Monday
207,Aiden Wilson,7:36:00,7:41:00,2/10/2023,Monday
208,Sofia Harris,7:42:00,7:47:00,2/10/2023,Monday
209,Jack Clark,7:48:00,7:53:00,2/10/2023,Monday
210,Harper Walker,7:54:00,7:59:00,2/10/2023,Monday
211,Thomas Hall,8:00:00,8:05:00,2/10/2023,Monday
212,Emily Martinez,8:06:00,8:11:00,2/10/2023,Monday
213,Leo Anderson,8:12:00,8:17:00,2/10/2023,Monday
214,Avery Taylor,8:18:00,8:23:00,2/10/2023,Monday
215,Owen Roberts,8:24:00,8:29:00,2/10/2023,Monday
216,Mia Kim,8:48:00,8:53:00,2/10/2023,Monday
217,James Baker,8:54:00,8:59:00,2/10/2023,Monday
218,Olivia Johnson,9:00:00,9:05:00,2/10/2023,Monday
219,William Wright,9:06:00,9:11:00,2/10/2023,Monday
220,Isabella Turner,9:12:00,9:17:00,2/10/2023,Monday
221,Ava Scott,9:18:00,9:23:00,2/10/2023,Monday
222,Logan Martinez,9:24:00,9:29:00,2/10/2023,Monday
223,Emily Rodriguez,9:30:00,9:35:00,2/10/2023,Monday
224,David Adams,9:36:00,9:41:00,2/10/2023,Monday
225,Lily Lee,9:42:00,9:47:00,2/10/2023,Monday
226,Oliver Lewis,9:48:00,9:53:00,2/10/2023,Monday
227,Sofia Hernandez,9:54:00,9:59:00,2/10/2023,Monday
228,Ethan Moore,10:00:00,10:05:00,2/10/2023,Monday
229,Scarlett Thomas,10:06:00,10:11:00,2/10/2023,Monday
230,Noah Bennett,10:12:00,10:17:00,2/10/2023,Monday
231,Mia Walker,10:18:00,10:23:00,2/10/2023,Monday
232,Henry Hall,10:24:00,10:29:00,2/10/2023,Monday
233,Harper Green,10:30:00,10:35:00,2/10/2023,Monday
234,Elijah King,10:36:00,10:41:00,2/10/2023,Monday
235,Sophia Foster,10:42:00,10:47:00,2/10/2023,Monday
236,Michael Murphy,10:48:00,10:53:00,2/10/2023,Monday
237,Abigail Young,10:54:00,10:59:00,2/10/2023,Monday
238,Alexander Wright,11:00:00,11:05:00,2/10/2023,Monday
239,Grace Turner,11:06:00,11:11:00,2/10/2023,Monday
240,Liam Johnson,11:12:00,11:17:00,2/10/2023,Monday
241,Charlotte Martinez,11:18:00,11:23:00,2/10/2023,Monday
242,Benjamin Davis,11:24:00,11:29:00,2/10/2023,Monday
243,Ava Lee,11:30:00,11:35:00,2/10/2023,Monday
244,Samuel Anderson,11:36:00,11:41:00,2/10/2023,Monday
245,Lucy Robinson,11:42:00,11:47:00,2/10/2023,Monday
246,Elijah Smith,11:48:00,11:53:00,2/10/2023,Monday
247,Sofia Martin,11:54:00,11:59:00,2/10/2023,Monday
248,Ava Taylor,12:00:00,12:05:00,2/10/2023,Monday
249,Mason Brown,12:06:00,12:11:00,2/10/2023,Monday
250,Emily Adams,12:12:00,12:17:00,2/10/2023,Monday
251,Noah García,12:18:00,12:23:00,2/10/2023,Monday
252,Mia Harris,12:24:00,12:29:00,2/10/2023,Monday
253,Aiden Martin,12:30:00,12:35:00,2/10/2023,Monday
254,Sophia Turner,12:36:00,12:41:00,2/10/2023,Monday
255,William Nguyen,12:42:00,12:47:00,2/10/2023,Monday
256,Zoey White,12:48:00,12:53:00,2/10/2023,Monday
257,Olivia Hall,12:54:00,12:59:00,2/10/2023,Monday
258,Daniel Scott,13:00:00,13:05:00,2/10/2023,Monday
259,Harper Lee,13:06:00,13:11:00,2/10/2023,Monday
260,Olivia Thomas,13:12:00,13:17:00,2/10/2023,Monday
261,Liam Davis,13:18:00,13:23:00,2/10/2023,Monday
262,Evelyn Jackson,13:24:00,13:29:00,2/10/2023,Monday
263,James Wilson,13:30:00,13:35:00,2/10/2023,Monday
264,Chloe Anderson,13:36:00,13:41:00,2/10/2023,Monday
265,Ava Mitchell,13:42:00,13:47:00,2/10/2023,Monday
266,Benjamin Wilson,13:48:00,13:53:00,2/10/2023,Monday
267,Grace Moore,13:54:00,13:59:00,2/10/2023,Monday
268,Noah Jackson,14:00:00,14:05:00,2/10/2023,Monday
269,Isabella Young,14:06:00,14:11:00,2/10/2023,Monday
270,Alexander López,14:12:00,14:17:00,2/10/2023,Monday
271,Sophia Smith,14:18:00,14:23:00,2/10/2023,Monday
272,Elijah Lewis,14:24:00,14:29:00,2/10/2023,Monday
273,Mia Garcia,14:30:00,14:35:00,2/10/2023,Monday
274,Harper Johnson,14:36:00,14:41:00,2/10/2023,Monday
275,Samuel Martinez,14:42:00,14:47:00,2/10/2023,Monday
276,Emily Harris,14:48:00,14:53:00,2/10/2023,Monday
277,Olivia Wilson,14:54:00,14:59:00,2/10/2023,Monday
278,William Anderson,15:00:00,15:05:00,2/10/2023,Monday
279,Charlotte Walker,15:06:00,15:11:00,2/10/2023,Monday
280,Grace King,15:12:00,15:17:00,2/10/2023,Monday
281,Jack Brown,15:18:00,15:23:00,2/10/2023,Monday
282,Sophia Miller,15:24:00,15:29:00,2/10/2023,Monday
283,Aarav Patel,15:30:00,15:35:00,2/10/2023,Monday
284,Priya Sharma,15:36:00,15:41:00,2/10/2023,Monday
285,Aditi Singh,15:42:00,15:47:00,2/10/2023,Monday
286,Arjun Kumar,15:48:00,15:53:00,2/10/2023,Monday
287,Anika Gupta,15:54:00,15:59:00,2/10/2023,Monday
288,Siddharth Verma,16:00:00,16:05:00,2/10/2023,Monday
289,Meera Choudhury,16:06:00,16:11:00,2/10/2023,Monday
290,Virat Desai,16:12:00,16:17:00,2/10/2023,Monday
291,Kavya Joshi,16:18:00,16:23:00,2/10/2023,Monday
292,Rohan Malhotra,16:24:00,16:29:00,2/10/2023,Monday
293,Riya Mehta,16:30:00,16:35:00,2/10/2023,Monday
294,Aryan Kapoor,16:36:00,16:41:00,2/10/2023,Monday
295,Avani Shah,16:42:00,16:47:00,2/10/2023,Monday
296,Ayaan Sharma,16:48:00,16:53:00,2/10/2023,Monday
297,Aanya Sharma,16:54:00,16:59:00,2/10/2023,Monday
298,Neel Kapoor,17:00:00,17:05:00,2/10/2023,Monday
299,Myra Khurana,17:06:00,17:11:00,2/10/2023,Monday
300,Ishaan Verma,17:12:00,17:17:00,2/10/2023,Monday
301,Prisha Seth,17:18:00,17:23:00,2/10/2023,Monday
302,Aadi Goyal,17:24:00,17:29:00,2/10/2023,Monday
303,Diya Arora,17:30:00,17:35:00,2/10/2023,Monday
304,Krish Rana,17:36:00,17:41:00,2/10/2023,Monday
305,Khushi Kapoor,17:42:00,17:47:00,2/10/2023,Monday
306,Vivan Nair,17:48:00,17:53:00,2/10/2023,Monday
307,Ishita Deshmukh,17:54:00,17:59:00,2/10/2023,Monday
308,Reyansh Iyer,18:00:00,18:05:00,2/10/2023,Monday
309,Sara Verma,18:06:00,18:11:00,2/10/2023,Monday
310,Vedant Patel,18:12:00,18:17:00,2/10/2023,Monday
311,Kiara Mehra,18:18:00,18:23:00,2/10/2023,Monday
312,Arnav Kapoor,18:24:00,18:29:00,2/10/2023,Monday
313,Avishi Ahuja,18:30:00,18:35:00,2/10/2023,Monday
314,Kabir Mehta,18:36:00,18:41:00,2/10/2023,Monday
315,Aaradhya Chawla,18:42:00,18:47:00,2/10/2023,Monday
316,Ved Gupta,18:48:00,18:53:00,2/10/2023,Monday
317,Dia Sengupta,18:54:00,18:59:00,2/10/2023,Monday
318,Ayush Rajput,19:00:00,19:05:00,2/10/2023,Monday
319,Arjun Nair,19:06:00,19:11:00,2/10/2023,Monday
320,Prisha Rastogi,19:12:00,19:17:00,2/10/2023,Monday
321,Anika Dev,19:18:00,19:23:00,2/10/2023,Monday
322,Arnav Agnihotri,19:24:00,19:29:00,2/10/2023,Monday
323,Kiyaan Mallick,19:30:00,19:35:00,2/10/2023,Monday
324,Kritika Menon,19:36:00,19:41:00,2/10/2023,Monday
325,Anvi Chakraborty,19:42:00,19:47:00,2/10/2023,Monday
326,Vedika Kapoor,19:48:00,19:53:00,2/10/2023,Monday
327,Rehan Kumar,19:54:00,19:59:00,2/10/2023,Monday
328,Pihu Sharma,20:00:00,20:05:00,2/10/2023,Monday
329,Veeran Kapoor,20:06:00,20:11:00,2/10/2023,Monday
330,Advait Tiwari,20:12:00,20:17:00,2/10/2023,Monday
331,Mishka Datta,20:18:00,20:23:00,2/10/2023,Monday
332,Surya Mehta,20:24:00,20:29:00,2/10/2023,Monday
333,Adya Trivedi,20:30:00,20:35:00,2/10/2023,Monday
334,Disha Varma,20:36:00,20:41:00,2/10/2023,Monday
335,Samaira Choudhary,20:42:00,20:47:00,2/10/2023,Monday
336,Rishit Khatri,20:48:00,20:53:00,2/10/2023,Monday
337,Kashvi Verma,20:54:00,20:59:00,2/10/2023,Monday
338,Yuvan Seth,21:00:00,21:05:00,2/10/2023,Monday
339,Manaswini Singh,21:06:00,21:11:00,2/10/2023,Monday
346,Shaurya Patel,21:48:00,21:53:00,2/10/2023,Monday
347,Riddhi Mehta,21:54:00,21:59:00,2/10/2023,Monday
348,Harshita Gupta,22:00:00,22:05:00,2/10/2023,Monday
349,Devansh Thakur,22:06:00,22:11:00,2/10/2023,Monday
350,Vanya Reddy,22:12:00,22:17:00,2/10/2023,Monday
351,Ahaan Suri,22:18:00,22:23:00,2/10/2023,Monday
359,Harsh Kapoor,23:42:00,23:47:00,2/10/2023,Monday
360,Riona Shah,23:48:00,23:53:00,2/10/2023,Monday
361,Diya Agarwal,23:54:00,23:59:00,2/10/2023,Monday
362,Aryaveer Nair,0:00:00,0:05:00,3/10/2023,Tuesday
363,Sejal Deshmukh,0:06:00,0:11:00,3/10/2023,Tuesday
364,Zain Iyer,0:12:00,0:17:00,3/10/2023,Tuesday
365,Avishi Ahuja,1:42:00,1:47:00,3/10/2023,Tuesday
366,Aayush Mehta,1:48:00,1:53:00,3/10/2023,Tuesday
367,Alisha Chawla,1:54:00,1:59:00,3/10/2023,Tuesday
368,Praneel Iyer,2:00:00,2:05:00,3/10/2023,Tuesday
369,Yuvika Choudhury,2:06:00,2:11:00,3/10/2023,Tuesday
370,Adhiraj Singh,2:12:00,2:17:00,3/10/2023,Tuesday
371,Anvi Verma,2:18:00,2:23:00,3/10/2023,Tuesday
372,Michael Patel,3:42:00,3:47:00,3/10/2023,Tuesday
373,Ella Thomas,3:48:00,3:53:00,3/10/2023,Tuesday
374,Daniel Smith,3:54:00,3:59:00,3/10/2023,Tuesday
375,Lily Davis,4:00:00,4:05:00,3/10/2023,Tuesday
376,Alexander White,4:06:00,4:11:00,3/10/2023,Tuesday
377,Lucy Anderson,4:12:00,4:17:00,3/10/2023,Tuesday
378,Samuel Thomas,5:42:00,5:47:00,3/10/2023,Tuesday
379,Michael Murphy,5:48:00,5:53:00,3/10/2023,Tuesday
380,Abigail Young,5:54:00,5:59:00,3/10/2023,Tuesday
381,Alexander Wright,6:00:00,6:05:00,3/10/2023,Tuesday
382,Grace Turner,6:06:00,6:11:00,3/10/2023,Tuesday
383,Liam Johnson,6:12:00,6:17:00,3/10/2023,Tuesday
384,Charlotte Martinez,6:18:00,6:23:00,3/10/2023,Tuesday
385,Lucy Robinson,6:42:00,6:47:00,3/10/2023,Tuesday
386,Elijah Smith,6:48:00,6:53:00,3/10/2023,Tuesday
387,Sofia Martin,6:54:00,6:59:00,3/10/2023,Tuesday
388,Ava Taylor,7:00:00,7:05:00,3/10/2023,Tuesday
389,Mason Brown,7:06:00,7:11:00,3/10/2023,Tuesday
390,Emily Adams,7:12:00,7:17:00,3/10/2023,Tuesday
391,Noah García,7:18:00,7:23:00,3/10/2023,Tuesday
392,Mia Harris,7:24:00,7:29:00,3/10/2023,Tuesday
393,Aiden Martin,7:30:00,7:35:00,3/10/2023,Tuesday
394,Sophia Turner,7:36:00,7:41:00,3/10/2023,Tuesday
395,Olivia Hall,7:54:00,7:59:00,3/10/2023,Tuesday
396,Daniel Scott,8:00:00,8:05:00,3/10/2023,Tuesday
397,Harper Lee,8:06:00,8:11:00,3/10/2023,Tuesday
398,Olivia Thomas,8:12:00,8:17:00,3/10/2023,Tuesday
399,Liam Davis,8:18:00,8:23:00,3/10/2023,Tuesday
400,Evelyn Jackson,8:24:00,8:29:00,3/10/2023,Tuesday
401,James Wilson,8:30:00,8:35:00,3/10/2023,Tuesday
402,Chloe Anderson,8:36:00,8:41:00,3/10/2023,Tuesday
403,Ava Mitchell,8:42:00,8:47:00,3/10/2023,Tuesday
404,Benjamin Wilson,8:48:00,8:53:00,3/10/2023,Tuesday
405,Grace Moore,8:54:00,8:59:00,3/10/2023,Tuesday
406,Noah Jackson,9:00:00,9:05:00,3/10/2023,Tuesday
407,Isabella Young,9:06:00,9:11:00,3/10/2023,Tuesday
408,Alexander López,9:12:00,9:17:00,3/10/2023,Tuesday
409,Sophia Smith,9:18:00,9:23:00,3/10/2023,Tuesday
410,Elijah Lewis,9:24:00,9:29:00,3/10/2023,Tuesday
411,Mia Garcia,9:30:00,9:35:00,3/10/2023,Tuesday
412,Harper Johnson,9:36:00,9:41:00,3/10/2023,Tuesday
413,Samuel Martinez,9:42:00,9:47:00,3/10/2023,Tuesday
414,Emily Harris,9:48:00,9:53:00,3/10/2023,Tuesday
415,Olivia Wilson,9:54:00,9:59:00,3/10/2023,Tuesday
416,William Anderson,10:00:00,10:05:00,3/10/2023,Tuesday
417,Charlotte Walker,10:06:00,10:11:00,3/10/2023,Tuesday
418,Grace King,10:12:00,10:17:00,3/10/2023,Tuesday
419,Jack Brown,10:18:00,10:23:00,3/10/2023,Tuesday
420,Sophia Miller,10:24:00,10:29:00,3/10/2023,Tuesday
421,Aarav Patel,10:30:00,10:35:00,3/10/2023,Tuesday
422,Priya Sharma,10:36:00,10:41:00,3/10/2023,Tuesday
423,Aditi Singh,10:42:00,10:47:00,3/10/2023,Tuesday
424,Arjun Kumar,10:48:00,10:53:00,3/10/2023,Tuesday
425,Anika Gupta,10:54:00,10:59:00,3/10/2023,Tuesday
426,Siddharth Verma,11:00:00,11:05:00,3/10/2023,Tuesday
427,Meera Choudhury,11:06:00,11:11:00,3/10/2023,Tuesday
428,Virat Desai,11:12:00,11:17:00,3/10/2023,Tuesday
